33.333333333333336,1039,458
66.66666666666667,1043,458
100.0,1046,458
133.33333333333334,1048,459
166.66666666666666,1056,459
200.0,1061,460
266.6666666666667,1076,460
333.3333333333333,1089,458
366.66666666666663,1095,457
433.33333333333337,1116,453
466.6666666666667,1124,451
533.3333333333334,1138,446
666.6666666666666,1164,430
766.6666666666666,1180,416
833.3333333333334,1188,406
866.6666666666667,1191,401
900.0,1194,396
933.3333333333334,1197,391
966.6666666666666,1200,387
1000.0,1203,382
1033.3333333333333,1206,378
1066.6666666666667,1208,374
1100.0,1210,370
1133.3333333333333,1213,367
1166.6666666666667,1216,364
1200.0,1218,360
1233.3333333333335,1220,356
1266.6666666666665,1225,350
1300.0,1227,346
1333.3333333333333,1230,343
1366.6666666666667,1236,335
1400.0,1242,327
1433.3333333333333,1246,322
1466.6666666666665,1249,318
1500.0,1257,308
1533.3333333333333,1261,303
1566.6666666666667,1265,297
1600.0,1270,291
1633.3333333333333,1279,278
1666.6666666666667,1288,263
1700.0,1297,247
1766.6666666666665,1311,221
2333.3333333333335,1470,137
2400.0,1486,140
2433.333333333333,1500,144
2466.666666666667,1506,147
2500.0,1516,152
2533.333333333333,1521,155
2566.6666666666665,1525,158
2600.0,1529,161
2633.3333333333335,1533,165
2666.6666666666665,1536,168
2700.0,1539,170
2733.3333333333335,1542,174
2766.6666666666665,1545,176
2800.0,1548,179
2833.3333333333335,1550,182
2866.6666666666665,1553,185
2900.0,1555,188
2933.333333333333,1557,191
2966.666666666667,1563,198
3000.0,1566,201
3033.333333333333,1569,204
3066.6666666666665,1573,208
3100.0,1580,215
3133.3333333333335,1584,218
3166.6666666666665,1589,223
3200.0,1593,227
3233.3333333333335,1599,231
3266.6666666666665,1604,236
3300.0,1616,246
3333.3333333333335,1623,252
3366.6666666666665,1636,265
4566.666666666666,1671,950
4600.0,1657,965
4633.333333333333,1650,971
4666.666666666667,1641,975
4700.0,1633,981
4800.0,1612,995
4833.333333333333,1598,1003
4866.666666666666,1592,1006
4900.0,1585,1010
4933.333333333334,1572,1017
4966.666666666667,1565,1020
5000.0,1558,1023
5033.333333333333,1552,1027
5066.666666666666,1544,1030
5100.0,1529,1036
5133.333333333333,1521,1039
5166.666666666667,1504,1045
6200.0,421,1050
6266.666666666667,384,1035
7533.333333333333,37,322
7633.333333333333,65,263
7666.666666666667,68,257
7700.0,76,245
7733.333333333333,81,238
7766.666666666667,92,220
7800.0,100,208
7833.333333333333,103,202
7866.666666666666,107,196
7899.999999999999,119,180
7966.666666666667,132,166
8000.0,136,161
8033.333333333333,145,151
8066.666666666666,155,143
8100.0,167,135
8133.333333333333,179,128
8166.666666666666,198,118
8200.0,211,112
8233.333333333332,233,105
8266.666666666666,247,100
8300.0,263,94
8366.666666666668,287,87
8500.0,349,72
9266.666666666666,733,126
9300.0,739,131
9333.333333333334,750,142
9400.0,766,158
9433.333333333334,771,164
9466.666666666666,781,174
9500.0,790,185
9533.333333333334,795,190
9600.0,805,202
9633.333333333332,816,214
9700.0,830,232
9733.333333333332,839,245
10433.333333333334,1065,489
10466.666666666666,1076,490
10500.0,1081,491
10533.333333333334,1090,491
10566.666666666666,1093,490
10600.0,1100,489
10633.333333333332,1102,489
10666.666666666666,1106,488
10700.0,1107,488
10733.333333333332,1108,487
10766.666666666666,1109,486
10800.0,1109,485
10833.333333333334,1109,485
10866.666666666668,1108,485
10900.0,1105,485
10933.333333333334,1103,485
10966.666666666666,1103,485
11000.0,1102,485
11033.333333333334,1102,486
11066.666666666666,1102,486
11100.0,1104,485
11133.333333333332,1107,484
11166.666666666666,1109,483
11200.0,1112,482
11233.333333333332,1120,480
11266.666666666666,1126,479
11300.0,1131,478
11333.333333333334,1144,475
11366.666666666668,1151,472
12000.0,1292,279
12066.666666666666,1305,259
12133.333333333332,1314,246
12200.0,1328,227
12233.333333333332,1338,215
12266.666666666666,1347,203
12300.0,1353,198
12333.333333333334,1365,188
12366.666666666668,1370,184
12466.666666666666,1403,166
12500.0,1410,164
12566.666666666666,1438,157
12600.0,1445,156
12633.333333333332,1452,156
12666.666666666666,1472,158
12700.0,1485,161
12733.333333333332,1498,165
12766.666666666666,1510,170
12800.0,1515,173
12833.333333333334,1521,177
12866.666666666668,1526,180
12900.0,1531,183
12933.333333333334,1541,190
12966.666666666666,1546,193
13000.0,1556,199
13033.333333333334,1561,203
13066.666666666666,1570,210
13100.0,1575,213
13133.333333333332,1579,217
13166.666666666666,1583,222
13200.0,1593,231
13233.333333333332,1597,235
13266.666666666666,1606,246
13299.999999999998,1611,251
13333.333333333334,1626,269
13366.666666666668,1631,275
13433.333333333334,1642,290
13466.666666666666,1653,307
14666.666666666666,1635,1007
14700.0,1627,1011
14733.333333333332,1619,1014
14766.666666666666,1604,1019
14799.999999999998,1591,1021
14833.333333333334,1584,1022
14866.666666666668,1579,1023
14900.0,1573,1024
14933.333333333334,1564,1025
14966.666666666666,1559,1026
15000.0,1555,1027
15033.333333333334,1547,1029
15066.666666666666,1543,1030
15100.0,1536,1033
15133.333333333332,1528,1036
15166.666666666666,1524,1038
15200.0,1520,1040
15233.333333333332,1515,1042
15266.666666666666,1510,1044
15299.999999999998,1505,1046
15333.333333333334,1493,1052
19000.0,101,190
19033.333333333332,107,184
19066.666666666668,113,178
19133.333333333332,137,157
19166.666666666668,143,153
19233.333333333336,155,145
19266.666666666664,162,140
19366.666666666668,193,120
19400.0,199,116
19466.666666666664,224,102
19500.0,230,100
19533.333333333332,245,94
19600.0,268,88
19633.333333333332,276,87
19766.666666666664,335,80
19800.0,345,79
19833.333333333332,363,77
19900.0,391,73
20066.666666666668,456,70
20133.333333333332,476,71
21800.0,1007,471
21833.333333333332,1012,473
21866.666666666668,1016,474
21900.0,1019,476
21933.333333333332,1024,477
21966.666666666664,1026,477
22000.0,1027,477
22033.333333333332,1027,477
22066.666666666668,1028,477
22100.0,1027,477
22133.333333333332,1026,477
22166.666666666668,1025,477
22200.0,1023,477
22233.333333333336,1021,478
22266.666666666664,1019,478
22300.0,1016,478
22333.333333333332,1011,479
22366.666666666668,1009,480
22400.0,1006,481
22433.333333333332,1004,483
22466.666666666664,1002,484
22500.0,1000,485
22533.333333333332,998,486
22566.666666666668,997,488
22600.0,996,489
22633.333333333332,997,490
22666.666666666668,998,490
22700.0,1000,490
22733.333333333336,1003,490
22766.666666666664,1006,491
22833.333333333332,1014,493
22866.666666666668,1025,496
22900.0,1032,497
22933.333333333332,1039,497
23433.333333333332,1194,430
23466.666666666664,1198,424
23500.0,1202,418
23566.666666666668,1209,406
23633.333333333332,1214,395
23666.666666666668,1216,390
23700.0,1218,385
23733.333333333336,1221,381
23766.666666666664,1223,376
23800.0,1227,368
23833.333333333332,1232,360
23866.666666666668,1235,356
23900.0,1237,352
23933.333333333332,1240,349
23966.666666666664,1242,345
24000.0,1245,341
24033.333333333332,1248,337
24066.666666666668,1251,332
24100.0,1254,328
24133.333333333332,1258,323
24166.666666666668,1261,319
24200.0,1268,308
24233.333333333336,1272,303
24266.666666666664,1275,297
24333.333333333332,1283,284
24366.666666666668,1289,270
24400.0,1293,263
24433.333333333332,1297,255
24466.666666666664,1305,240
24900.0,1423,141
24933.333333333332,1432,139
25066.666666666668,1476,138
25100.0,1484,139
25133.333333333332,1491,141
25166.666666666668,1498,143
25200.0,1504,145
25233.333333333336,1515,152
25266.666666666664,1519,155
25300.0,1524,158
25333.333333333332,1528,161
25366.666666666668,1535,168
25400.0,1538,171
25433.333333333332,1541,173
25466.666666666664,1544,177
25500.0,1550,183
25566.666666666668,1559,192
25600.0,1561,196
25633.333333333332,1565,199
25666.666666666668,1571,206
25700.0,1574,209
25733.333333333336,1578,213
25766.666666666664,1582,217
25800.0,1586,221
25833.333333333332,1590,225
25866.666666666668,1595,229
25900.0,1600,233
25933.333333333332,1611,243
25966.666666666664,1617,248
26000.0,1622,254
26033.333333333332,1630,260
26066.666666666668,1643,273
27433.333333333332,1634,999
27466.666666666664,1617,1010
27500.0,1608,1014
27533.333333333332,1599,1018
27566.666666666668,1591,1021
27599.999999999996,1576,1027
27633.333333333332,1569,1030
27666.666666666668,1555,1034
27700.0,1549,1036
27733.333333333336,1535,1038
27766.666666666664,1530,1039
27800.0,1524,1039
27833.333333333332,1518,1040
27866.666666666668,1506,1042
27900.0,1500,1042
27933.333333333332,1494,1044
27966.666666666664,1488,1045
28000.0,1476,1049
28033.333333333332,1470,1050
28066.666666666668,1464,1053
28099.999999999996,1457,1054
29833.333333333332,405,1048
29866.666666666668,396,1044
29900.0,377,1035
30066.666666666668,325,1009
30133.333333333332,302,993
30200.0,287,982
30233.333333333336,280,975
31766.666666666664,38,301
31833.333333333332,51,276
31866.666666666668,55,268
31900.0,60,260
31933.333333333332,65,253
31966.666666666664,75,240
32000.0,79,234
32033.333333333332,83,227
32066.666666666664,91,215
32100.0,94,209
32133.333333333332,98,204
32166.666666666664,101,198
32200.000000000004,105,194
32233.333333333336,108,189
32266.666666666664,117,180
32299.999999999996,121,177
32366.666666666668,127,170
32400.0,135,163
32433.33333333333,138,160
32466.666666666668,143,158
32500.0,146,155
32533.333333333332,155,150
32566.666666666664,160,147
32600.0,164,144
32633.333333333332,169,142
32666.666666666664,178,136
32700.000000000004,183,134
32733.333333333336,189,130
32766.666666666664,194,127
32800.0,199,124
32833.333333333336,205,120
32866.666666666664,217,113
32900.0,223,110
32933.33333333333,236,102
32966.66666666667,243,99
33000.0,250,95
33033.33333333333,258,91
33133.333333333336,291,78
33166.666666666664,301,75
34333.333333333336,772,120
34366.666666666664,779,123
34400.0,793,129
34433.33333333333,800,131
34466.66666666667,806,134
34500.0,812,136
34533.33333333333,823,141
34566.666666666664,827,143
34600.0,831,145
34633.333333333336,836,146
34666.666666666664,840,148
34700.0,844,149
34733.333333333336,851,151
34766.666666666664,854,151
34800.0,860,153
34833.333333333336,863,154
34866.666666666664,869,155
34900.0,871,155
34933.33333333333,873,156
34966.66666666667,876,156
35000.0,880,158
35033.33333333333,882,158
35066.666666666664,884,159
35100.0,887,159
35133.333333333336,891,160
35166.666666666664,894,161
35200.0,898,162
35233.333333333336,902,163
35266.666666666664,905,164
35300.0,908,164
35333.333333333336,911,165
35366.666666666664,915,166
35400.0,918,166
35433.33333333333,926,167
35466.66666666667,930,168
35500.0,935,169
35533.33333333333,944,170
35566.666666666664,950,170
35633.333333333336,961,171
35666.666666666664,974,172
35700.0,980,172
35766.666666666664,994,172
36033.33333333333,1067,177
36233.333333333336,1142,187
36566.666666666664,1234,175
36666.666666666664,1261,166
36700.0,1267,164
36733.333333333336,1274,162
36766.666666666664,1280,159
36833.333333333336,1292,155
36866.666666666664,1304,151
36900.0,1309,149
36933.33333333333,1316,147
36966.66666666667,1321,146
37000.0,1333,142
37033.33333333333,1339,140
37100.0,1352,137
37166.666666666664,1365,135
37233.333333333336,1379,132
37266.666666666664,1393,131
37300.0,1401,130
37366.666666666664,1417,130
37533.33333333333,1476,134
37566.666666666664,1485,136
37700.0,1521,145
38033.33333333333,1605,207
38300.0,1656,295
38333.333333333336,1662,304
39833.333333333336,1644,991
39866.666666666664,1636,996
39900.0,1628,1000
39933.33333333333,1620,1004
39966.66666666667,1605,1011
40000.0,1598,1014
40033.33333333333,1592,1016
40066.666666666664,1578,1022
40100.0,1573,1024
40133.333333333336,1560,1028
40166.666666666664,1555,1030
40200.0,1542,1034
40233.333333333336,1537,1036
40266.666666666664,1531,1038
40300.0,1524,1040
40333.333333333336,1518,1042
40366.666666666664,1511,1044
40400.0,1503,1046
40433.33333333333,1496,1048
40466.66666666667,1488,1050
40500.0,1481,1052
40533.33333333333,1473,1054
42500.0,439,1054
42533.33333333333,432,1051
42566.666666666664,426,1049
42600.0,413,1043
42633.333333333336,407,1040
42666.666666666664,401,1037
42700.0,388,1031
42733.333333333336,382,1028
42766.666666666664,375,1025
42800.0,369,1021
42833.333333333336,363,1019
42866.666666666664,348,1012
42900.0,341,1008
42966.66666666667,318,998
43000.0,310,993
43033.33333333333,301,989
